Brand,Model,Variant,Year of Manufacture,Driven Kilometers,Fuel type,Transmission Type,Number of Owners,Location,Price in Lakhs
BMW,5-Series,520d M Sport,Jun 2016,"21,331",Diesel,Automatic,First,Noida,32.5
Maruti,Suzuki,LXI,2017,70000,CNG,MANUAL,First,Delhi," 1,20,000"
Maruti,Suzuki,2014-2017 VXI,2014,47508.0,--,--,1st,Kerala," 3,60,000"
Honda,City,GXi,2006,"98,000",PETROL,MANUAL,2nd,Kerala," 1,37,000"
Hyundai,I20,1.2 Asta,2009,90000.0,PETROL,MANUAL,1st,Maharashtra," 3,00,000"
Volkswagen,Vento,2010-2013 IPL II Petrol Highline,2011,"105,000",PETROL,AUTOMATIC,2nd,Tamil," 2,85,000"
Renault,Duster,SANDSTORM RXS 85 PS,2014,"135,000",DIESEL,MANUAL,1st,Rajasthan," 5,50,000"
Chevrolet,Optra,2.0 LT,2009,"147,000",DIESEL,MANUAL,2nd,Karnataka," 1,70,000"
Tata,Sumo,Grande EX,2009,120000,DIESEL,MANUAL,Second,Kerala," 1,50,000"
Volkswagen,Vento,1.5 TDI Highline,2013,114142.0,DIESEL,MANUAL,2nd,Maharashtra," 3,90,000"
Volkswagen,Polo,1.2 MPI Highline,2016,75000.0,PETROL,MANUAL,2nd,Kerala," 4,85,000"
Bmw,3,330i M Sport,2017,65000.0,PETROL,AUTOMATIC,1st,Kerala," 38,00,000"
Maruti,Suzuki,1.4 Sigma,2018,28000.0,PETROL,MANUAL,1st,Rajasthan," 6,65,000"
Bmw,X1,M Sport sDrive 20d,2017,79000.0,DIESEL,AUTOMATIC,1st,Delhi," 20,99,926"
Maruti,Suzuki,VXI BS IV,2017,22464.0,PETROL,MANUAL,1st,Delhi," 4,22,000"
Maruti,Suzuki,LXi,2012,"81,891",CNG & HYBRIDS,MANUAL,1st,Rajasthan," 1,85,000"
Maruti,Suzuki,VDI,2012,70000,DIESEL,MANUAL,Third,Rajasthan," 3,25,000"
Mahindra,Xuv500,W9 AT,2019,45000.0,DIESEL,AUTOMATIC,1st,Delhi," 15,25,000"
MG,Hector,Sharp 1.5 DCT Petrol [2019-2020],Jun 2020,"14,312",Petrol,Automatic,First,Noida,18.5
Maruti Suzuki,Baleno,Zeta 1.2,Apr 2016,"32,766",Petrol,Manual,Second,Noida,5.57
Ford,Figo,Trend,2017,"21,200",PETROL,MANUAL,1st,Kerala," 4,50,000"
Chevrolet,Spark,1.0 LT,2011,98000.0,PETROL,MANUAL,2nd,Kerala," 95,000"
Mahindra,Xuv500,W8,2016,61000.0,DIESEL,MANUAL,1st,Delhi," 9,50,000"
Toyota,Innova,2.5 VX (Diesel) 8 Seater BS IV,2011,120000.0,DIESEL,MANUAL,1st,Maharashtra," 6,35,000"
Mahindra,Xuv500,AT W10 FWD,2018,62000.0,DIESEL,AUTOMATIC,1st,Kerala," 13,95,000"
Renault,Captur,1.5 Diesel RXE,2019,29000.0,DIESEL,MANUAL,2nd,Kerala," 8,25,000"
Mercedes-Benz,E-Class,E 200,2007,41000.0,PETROL,MANUAL,4th,Delhi," 2,75,000"
Hyundai,I20,1.2 Asta Option,2015,52000.0,PETROL,MANUAL,1st,Delhi," 5,31,000"
Maruti,Suzuki,EX 5 Speed,2004,--,PETROL,MANUAL,1st,Tamil," 90,000"
Hyundai,I10,Magna Automatic,2008,77800.0,PETROL,AUTOMATIC,1st,Karnataka," 2,85,000"
Ford,Mustang,V8,2017,25000.0,PETROL,AUTOMATIC,3rd,Tamil," 70,00,000"
Skoda,Octavia,1.8 TSI AT Style,2016,61600.0,PETROL,AUTOMATIC,1st,Maharashtra," 9,75,000"
Maruti,Suzuki,LXI,2007,95000.0,CNG & HYBRIDS,MANUAL,1st,Maharashtra," 1,68,000"
Honda,Jazz,1.5 SV i DTEC,2015,120000,DIESEL,MANUAL,First,Rajasthan," 4,50,000"
Mahindra,Bolero,CBC 1.7T,2019,28000.0,DIESEL,MANUAL,1st,Rajasthan," 8,50,000"
Renault,Kwid,1.0 RXT [2016-2019],Jan 2018,"67,850",Petrol,Manual,First,Noida,3.43
Hyundai,Creta,1.6 SX,2016,46000.0,PETROL,MANUAL,2nd,Maharashtra," 7,89,999"
Honda,Amaze,VX Petrol,2016,31000.0,PETROL,AUTOMATIC,1st,Maharashtra," 6,00,000"
Maruti,Suzuki,2004-2010 VXI BSIII,2008,71000.0,PETROL,MANUAL,1st,Maharashtra," 1,65,000"
Chevrolet,Captiva,2008-2011 LTZ VCDi,2010,110000.0,DIESEL,AUTOMATIC,2nd,Kerala," 3,49,000"
Volkswagen,Polo,1.2 MPI Comfortline,2016,59000.0,PETROL,MANUAL,1st,Delhi," 4,75,000"
Renault,Duster,Adventure Edition 85PS RXL,2017,39000.0,DIESEL,MANUAL,1st,Karnataka," 8,50,000"
Maruti,Suzuki,VX,1998,"100,000",PETROL,AUTOMATIC,3rd,Kerala," 35,000"
Audi,A6,2.0 TDI Premium Plus,2013,70000.0,DIESEL,AUTOMATIC,2nd,Delhi," 12,50,000"
Mitsubishi,Pajero,2002-2012 2.8 SFX BSIII Dual Tone,2008,204703,DIESEL,MANUAL,Third,Tamil," 4,75,000"
Maruti,Suzuki,LXi,2006,"75,000",PETROL,MANUAL,3rd,Maharashtra," 70,000"
Hyundai,I10,1.1L iRDE ERA Special Edition,2010,49000.0,PETROL,--,2nd,Karnataka," 2,55,000"
Maruti,Suzuki,LXI,2012,"101,000",PETROL,MANUAL,2nd,Tamil," 2,25,000"
Maruti,Suzuki,Vxi,2009,55000.0,PETROL,MANUAL,1st,Delhi," 1,80,000"
Hyundai,Creta,1.4 CRDi Base,2016,"76,500",DIESEL,MANUAL,1st,Rajasthan," 7,00,000"
Maruti,Suzuki,Zeta,2022,10,PETROL,MANUAL,1st,Tamil," 11,15,233"
Maruti,Suzuki,ZXI,2019,"21,000",PETROL,MANUAL,2nd,Kerala," 4,75,000"
Maruti,Suzuki,Others,2010,"100,000",PETROL,--,2nd,Rajasthan," 1,25,000"
Audi,Q7,3.0 TDI quattro,2011,100000.0,DIESEL,AUTOMATIC,1st,Maharashtra," 12,50,000"
Maruti,Suzuki,ZXI Plus,2018,39000.0,PETROL,MANUAL,1st,Kerala," 6,55,000"
Honda,City,GXi,2005,90000,PETROL,AUTOMATIC,Second,Karnataka," 1,25,000"
Hyundai,Santro,GL Plus LPG,2011,"49,000",LPG,MANUAL,2nd,Rajasthan," 1,95,000"
Bmw,3,320d Sedan,2012,27000.0,DIESEL,AUTOMATIC,2nd,Kerala," 14,50,000"
Hyundai,I20,Sportz Plus CVT,2021,1615.0,PETROL,AUTOMATIC,1st,Karnataka," 9,65,000"
Bmw,7,2012-2015 730Ld,2013,"56,300",DIESEL,AUTOMATIC,1st,Kerala," 35,00,000"
Ford,Figo,2010-2012 Diesel EXI,2011,75000.0,DIESEL,MANUAL,2nd,Rajasthan," 1,55,000"
Tata,Zest,Quadrajet 1.3 75PS XE,2020,15000.0,DIESEL,MANUAL,1st,Karnataka," 4,60,000"
Maruti Suzuki,Alto,LXi [2014-2019],Feb 2016,"32,699",Petrol,Manual,First,Noida,3.05
Nissan,Micra,2010-2012 XV,2011,36000.0,DIESEL,MANUAL,2nd,Maharashtra," 2,25,000"
Maruti,Suzuki,2004-2010 VXI BSIII,2007,"45,000",LPG,MANUAL,2nd,Tamil," 2,00,000"
Honda,City,i-VTEC V,2016,"41,000",PETROL,MANUAL,1st,Maharashtra," 6,75,000"
Mahindra,Logan,Diesel 1.5 DLS,2008,"350,000",DIESEL,MANUAL,4th,Tamil," 95,000"
Volkswagen,Vento,1.5 TDI Highline,2015,57865.0,DIESEL,MANUAL,1st,Rajasthan," 6,95,000"
Honda,City,2008-2011 1.5 V MT,2010,"50,600",PETROL,MANUAL,1st,Tamil," 5,78,000"
Ford,Ecosport,Titanium 1.5L Ti-VCT AT,Feb 2016,"16,212",Petrol,Automatic,First,Noida,7.42
Maruti,Suzuki,VDI,2011,123000.0,DIESEL,MANUAL,2nd,Kerala," 2,49,000"
Ford,Fiesta,2004-2010 1.4 Duratec EXI,2008,90000,PETROL,MANUAL,First,Kerala," 1,50,000"
Toyota,Innova,2.5 V 7 STR,2010,"158,000",DIESEL,MANUAL,2nd,Kerala," 6,25,000"
Mahindra,Xuv500,W8 2WD,2014,65260.0,DIESEL,MANUAL,1st,Delhi," 6,10,000"
Hyundai,Grand,1.2 CRDi Sportz,2019,24000.0,DIESEL,MANUAL,1st,Maharashtra," 6,40,000"
Hyundai,I20,1.4 Sportz,2014,74215.0,DIESEL,MANUAL,1st,Rajasthan," 4,25,000"
Hyundai,Xcent,1.2 CRDi E Plus,2020,33000.0,DIESEL,MANUAL,1st,Tamil," 5,00,000"
Bmw,X1,xDrive 20d xLine,2016,85000.0,DIESEL,AUTOMATIC,1st,Delhi," 18,50,000"
Hyundai,Santro,XG AT,2005,112000.0,PETROL,AUTOMATIC,3rd,Karnataka," 1,70,000"
Hyundai,Verna,2011-2014 1.6 SX VTVT AT,2012,70000.0,PETROL,AUTOMATIC,2nd,Maharashtra," 3,35,000"
Hyundai,Verna,2011-2014 1.6 SX CRDi (O),2011,120000,DIESEL,MANUAL,First,Karnataka," 4,59,999"
Volkswagen,Vento,1.6 Highline,2014,25000.0,PETROL,MANUAL,1st,Maharashtra," 4,75,000"
Audi,Q3,30 TFSI Premium,Jun 2019,"20,000",Petrol,Automatic,First,Noida,31.5
Bmw,5,520d,2012,70000.0,DIESEL,AUTOMATIC,3rd,Kerala," 17,50,000"
Mahindra,Scorpio,S11 2WD 7 STR,Jun 2018,"35,000",Diesel,Manual,First,Noida,15.25
Maruti,Suzuki,VDI,2013,65000.0,DIESEL,MANUAL,1st,Rajasthan," 4,25,000"
Kia,Seltos,GTX Plus DCT,2020,10800.0,PETROL,AUTOMATIC,1st,Maharashtra," 18,00,000"
Tata,Sumo,Victa SE Plus BSII,2005,"10,000",DIESEL,MANUAL,3rd,Tamil," 1,20,000"
Volkswagen,Polo,1.0 MPI Highline Plus,2019,"30,000",PETROL,MANUAL,1st,Delhi," 7,00,000"
Honda,Amaze,1.2 SMT I VTEC,2016,75000.0,CNG & HYBRIDS,MANUAL,1st,Delhi," 4,65,000"
Mahindra,Thar,DI 4X4,2021,"8,500",DIESEL,MANUAL,1st,Kerala," 16,35,000"
Toyota,Fortuner,2.8 2WD AT,2016,147000.0,DIESEL,AUTOMATIC,1st,Tamil," 22,40,000"
Ford,Fiesta,1.5 TDCi Titanium,2014,89000.0,DIESEL,MANUAL,1st,Tamil," 3,49,500"
Maruti,Suzuki,VXI,2008,81000.0,PETROL,MANUAL,2nd,Karnataka," 2,95,000"
Tata,Others,,2013,76000.0,DIESEL,MANUAL,1st,Kerala," 1,65,000"
Renault,Triber,RXT,2020,54000.0,DIESEL,MANUAL,1st,Tamil," 6,50,000"
Hyundai,Santro,GLS CNG,2010,"75,000",CNG & HYBRIDS,MANUAL,2nd,Delhi," 72,000"
Hyundai,Eon,Era +,2014,30000.0,PETROL,MANUAL,1st,Maharashtra," 2,29,000"
Maruti,Suzuki,ZDi Plus,2017,85000.0,DIESEL,MANUAL,1st,Karnataka," 8,50,000"
Toyota,Etios,Others,2016,"115,000",PETROL,MANUAL,1st,Kerala," 5,50,000"
Maruti,Suzuki,Zeta Diesel,2018,72000.0,DIESEL,MANUAL,1st,Rajasthan," 7,11,000"
Maruti,Suzuki,VDI,2013,66983.0,DIESEL,MANUAL,1st,Karnataka," 6,75,000"
Mahindra,Quanto,C6,2014,90000,DIESEL,MANUAL,First,Delhi," 2,30,000"
Maruti,Suzuki,VDI,2016,85000.0,DIESEL,MANUAL,1st,Rajasthan," 5,50,000"
Hyundai,I20,Sportz 1.2 BS-IV,2012,66011.0,PETROL,MANUAL,1st,Maharashtra," 3,60,000"
Maruti,Suzuki,VXI,2010,64000.0,PETROL,MANUAL,1st,Delhi," 2,35,000"
Maruti,Suzuki,ZDI,2018,"70,000",DIESEL,MANUAL,2nd,Rajasthan," 6,55,000"
Maruti,Suzuki,Others,2006,1000.0,PETROL,MANUAL,2nd,Kerala," 75,000"
Mercedes-Benz,E-Class,1993-2009 220 CDI,2009,61000.0,DIESEL,MANUAL,1st,Karnataka," 9,75,000"
Mercedes-Benz,E-Class,E 220 d,2018,27000.0,DIESEL,AUTOMATIC,1st,Kerala," 57,00,000"
Mahindra,Bolero,ZLX,2015,"108,000",DIESEL,AUTOMATIC,2nd,Rajasthan," 5,90,000"
Maruti,Suzuki,Ldi BS-IV,2016,71000.0,DIESEL,MANUAL,1st,Rajasthan," 3,60,000"
Toyota,Fortuner,2.7 4x2 AT [2016-2020],Jun 2021,"18,000",Petrol,Automatic,First,Noida,36.5
Hyundai,Grand,Asta 1.2 Kappa VTVT (O),2018,26000.0,PETROL,MANUAL,2nd,Delhi," 4,25,000"
Skoda,Superb,2013-2015 Elegance 2.0 TDI CR AT,2013,78000.0,DIESEL,AUTOMATIC,1st,Delhi," 5,25,000"
Maruti,Suzuki,LXI Optional,2022,1.0,PETROL,MANUAL,--,Karnataka," 6,04,007"
Audi,A6,2.0 TDI Premium,2012,43680.0,DIESEL,AUTOMATIC,1st,Delhi," 10,50,000"
Land,Rover,TD4 SE 7S,2018,40000.0,DIESEL,AUTOMATIC,1st,Karnataka," 45,95,000"
Maruti,Suzuki,2011-2014 VDI,2016,103000.0,DIESEL,MANUAL,1st,Rajasthan," 5,35,000"
Toyota,Innova,2.8 ZX AT,2019,80000.0,DIESEL,AUTOMATIC,1st,Delhi," 21,00,000"
Skoda,Superb,LK 1.8 TSI AT,2018,23000.0,PETROL,AUTOMATIC,1st,Maharashtra," 23,50,000"
Hyundai,Getz,GLS,2009,76000.0,PETROL,--,1st,Tamil," 1,60,000"
Mahindra,Xuv500,W8,2015,80000.0,DIESEL,MANUAL,2nd,Karnataka," 8,00,000"
Maruti,Suzuki,VXI MT,2019,59900.0,PETROL,MANUAL,1st,Karnataka," 5,15,000"
Maruti,Suzuki,VXI,2010,54000.0,PETROL,MANUAL,1st,Delhi," 2,25,000"
Maruti,Suzuki,AC,2008,"89,000",PETROL,MANUAL,3rd,Kerala," 75,000"
Maruti,Suzuki,1.4 Zeta,2017,23000.0,PETROL,MANUAL,1st,Maharashtra," 7,10,000"
Maruti,Suzuki,VDI,2012,74000.0,DIESEL,MANUAL,1st,Maharashtra," 3,61,000"
Maruti,Suzuki,1.2 ZXi BSIV,2011,79000.0,PETROL,MANUAL,2nd,Kerala," 3,14,000"
Maruti Suzuki,Vitara Brezza,VDi,Jun 2017,"49,000",Diesel,Manual,First,Noida,6.95
Skoda,Fabia,2008-2010 1.4 TDI Ambiente,2008,110000.0,DIESEL,MANUAL,2nd,Tamil," 2,10,000"
Hyundai,I10,Sportz AT,2012,55000.0,PETROL,AUTOMATIC,2nd,Delhi," 2,85,000"
Hyundai,Xcent,1.2 VTVT S,2016,56601.0,PETROL,MANUAL,2nd,Rajasthan," 4,85,000"
Ford,Fiesta,2011-2013 Diesel Style,2011,22,DIESEL,MANUAL,2nd,Rajasthan," 1,55,000"
Toyota,Corolla,1.8 GL,2009,70000,PETROL,MANUAL,First,Kerala," 3,70,000"
Maruti,Suzuki,5 Seater Standard,2021,10000.0,PETROL,MANUAL,1st,Kerala," 4,25,000"
Mahindra,Scorpio,2WD,2016,13,DIESEL,MANUAL,2nd,Rajasthan," 6,20,000"
Audi,Q3,2.0 TDI Quattro Premium Plus,2015,38000.0,DIESEL,AUTOMATIC,2nd,Maharashtra," 15,99,999"
Maruti,Suzuki,VXI AMT,2019,10000.0,PETROL,AUTOMATIC,1st,Delhi," 4,25,000"
Maruti,Suzuki,MPI STD BSIV,2017,"11,000",PETROL,MANUAL,1st,Tamil," 3,60,000"
Maruti,Suzuki,LXI,2007,86540.0,CNG & HYBRIDS,MANUAL,3rd,Maharashtra," 1,05,000"
Bmw,X5,xDrive 30d Design Pure Experience 5 Seater,2017,"64,504",DIESEL,AUTOMATIC,1st,Maharashtra," 41,00,000"
Renault,Pulse,RxZ Diesel,2012,46794.0,DIESEL,MANUAL,1st,Karnataka," 3,85,000"
Hyundai,Santro,GLS II - Euro II,2008,67000.0,PETROL,MANUAL,1st,Rajasthan," 1,35,000"
Mahindra,Bolero,ZLX,2013,110000.0,DIESEL,MANUAL,2nd,Karnataka," 5,25,000"
Tata,Safari,VX,2014,106000.0,DIESEL,MANUAL,2nd,Rajasthan," 5,50,000"
Maruti Suzuki,Swift,VDi,Apr 2013,"78,932",Diesel,Manual,Second,Noida,3.17
Toyota,Corolla Altis,1.8 VL AT,Jan 2014,"21,567",Petrol,Automatic,Second,Noida,10.61
Hyundai,Xcent,1.2 CRDi E,2018,65000.0,DIESEL,MANUAL,1st,Tamil," 4,10,000"
Hyundai,I10,1.2 Kappa Magna,2009,57222.0,PETROL,MANUAL,2nd,Tamil," 2,45,000"
Maruti,Suzuki,VDI BS IV,2012,76000.0,DIESEL,--,1st,Delhi," 2,80,000"
Mercedes-Benz,Gla,2014-2017 200 CDI,2015,62000.0,DIESEL,MANUAL,3rd,Maharashtra," 18,00,000"
Maruti,Suzuki,LXI,2010,28000.0,PETROL,MANUAL,1st,Kerala," 1,68,000"
Toyota,Innova,2.5 V 7 STR,2013,72000.0,DIESEL,MANUAL,2nd,Delhi," 7,40,000"
Mahindra,Jeep,CJ 500 DI,1993,--,DIESEL,MANUAL,2nd,Kerala," 1,30,000"
Maruti,Suzuki,VDi,2014,160000,DIESEL,MANUAL,Second,Kerala," 3,30,000"
Mercedes-Benz,GL-Class,350 CDI,Jun 2013,"93,000",Diesel,Automatic,Second,Noida,32
Volkswagen,Polo,COMFORTLINE 1.2L DIESEL,2014,68000.0,DIESEL,MANUAL,1st,Delhi," 3,25,000"
Toyota,Etios,1.4 GD,2012,55639.0,DIESEL,MANUAL,2nd,Rajasthan," 3,51,000"
Maruti,Suzuki,LXI,2021,"5,000",PETROL,MANUAL,1st,Kerala," 6,30,000"
Maruti,Suzuki,VXI,2011,71000.0,PETROL,MANUAL,2nd,Maharashtra," 2,55,000"
Maruti,Suzuki,1.2 Delta,2019,33815.0,PETROL,MANUAL,1st,Kerala," 6,95,000"
Hyundai,I20,2012-2014 Magna,2012,45128.0,PETROL,MANUAL,2nd,Maharashtra," 3,35,000"
Hyundai,Creta,1.4 DCT Turbo SX,2020,5800.0,PETROL,AUTOMATIC,1st,Maharashtra," 19,50,000"
Maruti,Suzuki,VXI,2015,85000.0,PETROL,MANUAL,1st,Kerala," 4,80,000"
Maruti,Suzuki,1.2 Vxi BSIV,2008,70000,PETROL,MANUAL,First,Kerala," 2,10,000"
Hyundai,Venue,SX Plus Turbo DCT,2019,25526.0,PETROL,AUTOMATIC,1st,Rajasthan," 10,90,000"
Hyundai,Elite,Sportz 1.2,2018,46200.0,PETROL,MANUAL,1st,Delhi," 5,95,000"
Mercedes-Benz,New,C 250 CDI Elegance,2014,60000.0,DIESEL,AUTOMATIC,2nd,Delhi," 12,49,000"
Hyundai,Eon,Era,2017,15000.0,PETROL,MANUAL,1st,Rajasthan," 2,71,000"
Honda,Brio,1.2 VX MT,2011,"72,000",PETROL,MANUAL,1st,Delhi," 2,35,000"
Maruti,Suzuki,Zeta DDiS 200 SH,2018,43000.0,DIESEL,--,1st,Delhi," 8,80,000"
Tata,Nano,2012-2015 Twist XT,2015,"39,000",PETROL,MANUAL,2nd,Kerala," 72,000"
Honda,Accord,2.4 Elegance Automatic,2009,78000.0,PETROL,AUTOMATIC,2nd,Delhi," 2,99,000"
Hyundai,Eon,Magna +,2015,30000.0,PETROL,MANUAL,1st,Maharashtra," 2,65,000"
Hyundai,Grand,Others,2019,"20,000",PETROL,MANUAL,1st,Kerala," 5,50,000"
Volvo,S60,D4 KINETIC,2012,110000.0,DIESEL,AUTOMATIC,2nd,Tamil," 9,99,000"
Bmw,X5,xDrive 30d,2015,84000.0,DIESEL,AUTOMATIC,2nd,Karnataka," 26,40,000"
Ambassador,Ambassador,Classic 1800 IszMpfi AC,1999,"55,000",DIESEL,MANUAL,3rd,Tamil," 80,000"
Tata,Indica,2009-2011 DLS BSII,2007,"118,699",DIESEL,MANUAL,3rd,Rajasthan," 82,000"
Honda,City,2014-2015 i DTEC V,2014,115000.0,DIESEL,MANUAL,2nd,Maharashtra," 5,49,000"
Maruti,Suzuki,5 STR WITH A/C+HTR,2019,17353.0,PETROL,MANUAL,1st,Rajasthan," 4,80,000"
Maruti,Suzuki,DDiS VDI,2012,88000.0,DIESEL,MANUAL,2nd,Rajasthan," 3,75,000"
Honda,Amaze,1.2 V CVT Petrol [2018-2020],Jul 2018,"14,259",Petrol,Automatic,First,Noida,7.37
Skoda,Superb,2008-2013 Elegance 2.0 TDI CR AT,2014,63000.0,DIESEL,AUTOMATIC,1st,Delhi," 8,50,000"
Tata,Nexon,1.5 Revotorq XZ Plus Dual Tone,2018,34000.0,DIESEL,MANUAL,1st,Maharashtra," 7,15,000"
Maruti,Suzuki,2004-2010 Vdi BSIII,2010,88000.0,DIESEL,MANUAL,3rd,Karnataka," 2,89,000"
BMW,3-Series,320d Sport Line [2016-2018],Jun 2016,"40,000",Diesel,Automatic,First,Noida,28.5
Toyota,Innova,2004-2011 2.5 G4 Diesel 8-seater,2009,106390.0,DIESEL,MANUAL,2nd,Tamil," 8,90,000"
Tata,Zest,Others,2018,"170,000",DIESEL,MANUAL,1st,Tamil," 3,10,000"
Maruti,Suzuki,VDi,2012,76000.0,DIESEL,--,2nd,Kerala," 2,90,000"
Renault,Duster,85PS Diesel RxL,2013,53000.0,DIESEL,MANUAL,1st,Delhi," 3,80,000"
Toyota,Fortuner,3.0 4x4 Manual,2011,230000.0,DIESEL,MANUAL,2nd,Tamil," 10,75,000"
Honda,Br-V,i-VTEC S MT,2018,38708.0,PETROL,MANUAL,1st,Karnataka," 8,50,000"
Maruti,Suzuki,2018 VXI,2018,"26,300",PETROL,MANUAL,1st,Tamil," 5,85,000"
Honda,City,2008-2011 1.5 V MT,2011,69000.0,PETROL,MANUAL,2nd,Karnataka," 4,45,000"
Hyundai,Elite,Magna 1.4 CRDI,2015,84000.0,DIESEL,MANUAL,1st,Tamil," 5,49,000"
Mahindra,Tuv,T8,2016,65421.0,DIESEL,MANUAL,1st,Tamil," 7,25,000"
Renault,Pulse,RxZ Diesel,2012,46794.0,DIESEL,MANUAL,1st,Karnataka," 3,85,000"
Audi,Q3,35 TDI Quattro Premium,2013,82000.0,DIESEL,AUTOMATIC,2nd,Tamil," 16,00,000"
Mahindra,Xuv500,W8 2WD,2015,76000.0,DIESEL,MANUAL,1st,Rajasthan," 9,21,000"
Ford,Fiesta,2004-2010 1.6 ZXI Duratec,2006,"110,000",PETROL,MANUAL,2nd,Tamil," 1,25,000"
Skoda,Rapid,2013-2016 1.6 MPI AT Ambition Plus,2014,74500.0,PETROL,MANUAL,1st,Delhi," 3,75,000"
Toyota,Fortuner,3.0 4x4 Manual,2013,73000.0,DIESEL,MANUAL,1st,Delhi," 14,25,000"
Maruti,Suzuki,2005-2010 LXi BSIII,2007,83000.0,PETROL,MANUAL,2nd,Maharashtra," 87,000"
Chevrolet,Beat,2014-2016 Diesel LT,2014,48050.0,DIESEL,MANUAL,1st,Delhi," 2,11,000"
Other,Brands,,2018,4798.0,PETROL,MANUAL,2nd,Karnataka," 4,90,000"
Mahindra,Xuv500,W6 1.99 mHawk,2014,68000.0,DIESEL,MANUAL,1st,Delhi," 6,50,000"
Honda,Amaze,1.2 SMT I VTEC,2015,21662.0,PETROL,MANUAL,1st,Maharashtra," 4,65,000"
Hyundai,Elantra,1.6 SX Option,2014,76000.0,DIESEL,MANUAL,1st,Maharashtra," 6,00,000"
Honda,Amaze,1.2 SMT I VTEC,2014,92000.0,DIESEL,MANUAL,2nd,Kerala," 3,45,000"
Mercedes,Benz,Progressive C 220d,2008,"72,000",DIESEL,AUTOMATIC,3rd,Tamil," 8,49,999"
Hyundai,Eon,Magna +,2013,"37,765",PETROL,MANUAL,3rd,Karnataka," 2,92,000"
Maruti,Suzuki,MPI STD BSIV,2009,"87,976",PETROL,MANUAL,2nd,Tamil," 1,35,000"
Maruti Suzuki,Alto,LXi [2014-2019],Mar 2016,"25,638",Petrol,Manual,First,Noida,3.07
Maruti,Suzuki,VDI,2013,77000.0,DIESEL,MANUAL,2nd,Delhi," 3,25,000"
Honda,City,i-VTEC S,2014,60000.0,DIESEL,MANUAL,1st,Delhi," 4,20,000"
Maruti Suzuki,Alto 800,Lxi CNG,Feb 2019,"38,214",CNG + Cng,Manual,First,Noida,3.95
Hyundai,I20,1.2 Asta,2013,23365.0,PETROL,MANUAL,1st,Maharashtra," 4,20,000"
Maruti,Suzuki,Alpha 1.6,2015,100000.0,DIESEL,MANUAL,1st,Tamil," 6,50,000"
Mercedes-Benz,CLA,200 CDI Sport,Jun 2017,"22,335",Diesel,Automatic,Second,Noida,27
Hyundai,I20,2015-2017 Sportz 1.2,2016,55000.0,PETROL,MANUAL,2nd,Kerala," 5,70,000"
Maruti,Suzuki,,2018,41000.0,PETROL,MANUAL,1st,Delhi," 3,25,000"
Hyundai,Grand,1.2 CRDi Magna,2015,57235.0,DIESEL,MANUAL,1st,Delhi," 2,95,000"
Jaguar,Xf,3.0 Litre S Premium Luxury,2015,"79,500",DIESEL,AUTOMATIC,3rd,Tamil," 24,50,000"
Maruti,Suzuki,LPG BS-III,2010,"90,000",LPG,MANUAL,3rd,Rajasthan," 1,20,000"
Bmw,X3,xDrive20d M Sport,2014,100000.0,DIESEL,AUTOMATIC,2nd,Tamil," 18,50,000"
Hyundai,I20,2012-2014 Magna,2013,"68,000",DIESEL,MANUAL,1st,Karnataka," 4,15,000"
Hyundai,I10,Magna,2011,"93,000",PETROL,MANUAL,2nd,Kerala," 2,10,000"
Maruti,Suzuki,LXI,2016,25000.0,PETROL,MANUAL,1st,Kerala," 4,90,000"
Skoda,Yeti,Elegance 4X2,2012,74552.0,DIESEL,MANUAL,2nd,Delhi," 3,50,000"
Hyundai,Creta,1.6 SX Diesel,2018,120000,DIESEL,MANUAL,First,Rajasthan," 11,80,000"
Renault,Duster,2012-2015 85PS Diesel RxL Plus,2015,68000.0,DIESEL,MANUAL,1st,Delhi," 4,26,000"
Tata,Zest,Quadrajet 1.3 75PS XMS,2017,"45,200",DIESEL,MANUAL,1st,Maharashtra," 5,50,000"
Hyundai,Creta,1.6 VTVT E Plus,2016,40000,PETROL,MANUAL,First,Delhi," 8,40,000"
Mercedes-Benz,C-Class,Prime C 220d,2011,90000.0,DIESEL,AUTOMATIC,1st,Rajasthan," 10,00,000"
Maruti,Suzuki,AC BSII,2002,"82,000",PETROL,MANUAL,2nd,Kerala," 75,000"
Other,Brands,,1973,400,DIESEL,MANUAL,3rd,Rajasthan," 3,85,000"
Chevrolet,Spark,LT 1.0 BS-IV OBDII,2010,60000.0,CNG & HYBRIDS,MANUAL,2nd,Maharashtra," 1,59,000"
Audi,Q5,2.0 TDI quattro,2011,82008.0,DIESEL,AUTOMATIC,1st,Delhi," 9,49,000"
Renault,Captur,1.5 Diesel RXL,2018,"78,000",DIESEL,MANUAL,1st,Tamil," 6,25,000"
Hyundai,I10,2007-2010 Magna 1.1,2008,720000.0,PETROL,MANUAL,1st,Tamil," 2,10,000"
Mahindra,Scorpio,2009-2014 2.6 CRDe SLE,2013,90000,DIESEL,MANUAL,Second,Delhi," 4,50,000"
Maruti,Suzuki,2006-2010 LXI Minor,2008,90000,PETROL,MANUAL,First,Delhi," 90,000"
Skoda,Rapid,Elegance 1.6 TDI CR Manual,2013,85000.0,DIESEL,MANUAL,2nd,Kerala," 3,85,000"
Ford,Ecosport,Titanium 1.5 TDCi,May 2014,"50,683",Diesel,Manual,Second,Noida,4.41
